Source,Type,section-nr,book-nr
hypereides,individual,59,3
hoi-polloi,group,59,3
demosthenes,individual,59,3
isaios,individual,59,3
demosthenes,individual,59,3
xenophon,individual,59,3
platon_phil,individual,59,3
thoukydides,individual,59,3
,,60,3
undefined,group,60,3
,,61,3
demosthenes,individual,61,3
,,62,3
poetry,group,62,3
,,63,3
xenophon,individual,63,3
thoukydides,individual,63,3
isokrates,individual,63,3
antiphon_rhet,individual,63,3
hypereides,individual,63,3
lysias,individual,63,3
,,64,3
kratinos,individual,64,3
,,65,3
,,66,3
,,67,3
isaios,individual,67,3
,,68,3
,,69,3
platon_phil,individual,69,3
,,70,3
telekleides,individual,70,3
platon_com,individual,70,3
telekleides,individual,70,3
eupolis,individual,70,3
,,71,3
aristophanes_com,individual,71,3
,,72,3
eupolis,individual,72,3
,,73,3
phrynichos,individual,73,3
sophokles,individual,73,3
euripides,individual,73,3
,,74,3
poetry.comedy.new,group,74,3
platon_phil,individual,74,3
lysias,individual,74,3
herodotos,individual,74,3
aristophanes_com,individual,74,3
hypereides,individual,74,3
hypereides,individual,74,3
,,75,3
thoukydides,individual,75,3
araros,individual,75,3
xenophon,individual,75,3
thoukydides,individual,75,3
ionic,group,75,3
xenophon,individual,75,3
kratinos,individual,75,3
theopompos_com,individual,75,3
,,76,3
metagenes,individual,76,3
platon_phil,individual,76,3
lysias,individual,76,3
,,77,3
hypereides,individual,77,3
thoukydides,individual,77,3
xenophon,individual,77,3
platon_phil,individual,77,3
eupolis,individual,77,3
,,78,3
attic,group,78,3
,,79,3
eupolis,individual,79,3
hypereides,individual,79,3
,,80,3
isaios,individual,80,3
pherekrates,individual,80,3
kratinos,individual,80,3
,,81,3
isaios,individual,81,3
deinarchos,individual,81,3
demosthenes,individual,81,3
hypereides,individual,81,3
deinarchos,individual,81,3
,,82,3
lysias,individual,82,3
euripides,individual,82,3
hypereides,individual,82,3
hoi-pleiones,group,82,3
undefined,group,82,3
platon_phil,individual,82,3
poetry,group,82,3
,,83,3
laconian,group,83,3
thessalian,group,83,3
cretan,group,83,3
mariandynian,group,83,3
argive,group,83,3
sicyonian,group,83,3
laconian,group,83,3
demosthenes,individual,83,3
,,84,3
demosthenes,individual,84,3
,,85,3
hypereides,individual,85,3
,,86,3
platon_phil,individual,86,3
attic,group,86,3
aristophanes_com,individual,86,3
,,87,3
,,88,3
,,89,3
platon_phil,individual,89,3
xenophon,individual,89,3
demosthenes,individual,89,3
platon_phil,individual,89,3
,,90,3
,,91,3
demosthenes,individual,91,3
thoukydides,individual,91,3
,,92,3
aristophanes_com,individual,92,3
kratinos,individual,92,3
platon_phil,individual,92,3
thoukydides,individual,92,3
,,93,3
hesiodos,individual,93,3
,,94,3
thoukydides,individual,94,3
,,95,3
kebes,individual,95,3
poetry.tragedy,group,95,3
,,96,3
herodotos,individual,96,3
,,97,3
,,98,3
ionic,group,98,3
anakreon,individual,98,3
platon_phil,individual,98,3
sophokles,individual,98,3
,,99,3
thoukydides,individual,99,3
,,100,3
xenophon,individual,100,3
poetry,group,100,3
thoukydides,individual,100,3
undefined,group,100,3
,,101,3
isokrates,individual,101,3
thoukydides,individual,101,3
poseidippos,individual,101,3
philonides,individual,101,3
,,102,3
,,103,3
,,104,3
thoukydides,individual,104,3
,,105,3
poetry.comedy,group,105,3
,,106,3
herodotos,individual,106,3
kratinos,individual,106,3
thoukydides,individual,106,3
thoukydides,individual,106,3
,,107,3
thoukydides,individual,107,3
sophokles,individual,107,3
,,108,3
isaios,individual,108,3
xenophon,individual,108,3
,,109,3
platon_phil,individual,109,3
eupolis,individual,109,3
herodotos,individual,109,3
,,110,3
,,111,3
,,112,3
,,113,3
antiphon_rhet,individual,113,3
hypereides,individual,113,3
,,114,3
,,115,3
platon_phil,individual,115,3
eupolis,individual,115,3
,,116,3
kritias,individual,116,3
,,117,3
,,118,3
,,119,3
,,120,3
,,121,3
,,122,3
,,123,3
,,124,3
theopompos_com,individual,124,3
xenophon,individual,124,3
,,125,3
hypereides,individual,125,3
hermippos,individual,125,3
demosthenes,individual,125,3
,,126,3
herodotos,individual,126,3
platon_com,individual,126,3
proverb,group,126,3
,,127,3
xenophon,individual,127,3
platon_phil,individual,127,3
telekleides,individual,127,3
poetry.comedy,group,127,3
xenophon,individual,127,3
xenophon,individual,127,3
,,128,3
,,129,3
,,130,3
eupolis,individual,130,3
thoukydides,individual,130,3
,,131,3
,,132,3
,,133,3
platon_phil,individual,133,3
,,134,3
xenophon,individual,134,3
,,135,3
,,136,3
idiotes,group,136,3
poetry.comedy,group,136,3
,,137,3
,,138,3
antiphon_rhet,individual,138,3
,,139,3
,,140,3
aristophanes_com,individual,140,3
,,141,3
thoukydides,individual,141,3
platon_phil,individual,141,3
demosthenes,individual,141,3
isokrates,individual,141,3
sophokles,individual,141,3
,,142,3
attic,group,142,3
,,143,3
demosthenes,individual,143,3
,,144,3
demosthenes,individual,144,3
demosthenes,individual,144,3
poetry,group,144,3
herodotos,individual,144,3
,,145,3
platon_phil,individual,145,3
sophokles,individual,145,3
,,146,3
aischines_rhet,individual,146,3
aristophanes_com,individual,146,3
strattis,individual,146,3
,,147,3
,,148,3
aischines_rhet,individual,148,3
,,149,3
,,150,3
aristomenes,individual,150,3
platon_phil,individual,150,3
,,151,3
,,152,3
xenophon,individual,152,3
,,153,3
aristophanes_com,individual,153,3
thoukydides,individual,153,3
platon_phil,individual,153,3
,,154,3
xenophon,individual,154,3
platon_phil,individual,154,3
xenophon,individual,154,3
isokrates,individual,154,3
aristophanes_com,individual,154,3
archippos,individual,154,3
platon_com,individual,154,3
,,155,3
krates,individual,155,3
poetry.comedy,group,155,3
undefined,group,155,3
,,1,4
,,2,4
,,7,4
,,8,4
homeros,individual,8,4
platon_phil,individual,8,4
,,9,4
antiphon_rhet,individual,9,4
platon_phil,individual,9,4
antiphon_rhet,individual,9,4
kallias,individual,9,4
,,10,4
,,11,4
poetry,group,11,4
,,12,4
,,13,4
,,14,4
xenophon,individual,14,4
,,15,4
poetry,group,15,4
,,16,4
,,17,4
,,18,4
aristophanes_com,individual,18,4
herodotos,individual,18,4
attic,group,18,4
homeros,individual,18,4
,,19,4
attic,group,19,4
neoi,group,19,4
apollodoros_gel,individual,19,4
herodotos,individual,19,4
aristophanes_com,individual,19,4
demosthenes,individual,19,4
palaioi,group,19,4
,,20,4
,,21,4
,,22,4
,,23,4
lysias,individual,23,4
,,24,4
,,25,4
,,26,4
,,27,4
,,28,4
,,29,4
,,30,4
,,31,4
,,32,4
,,33,4
,,34,4
,,35,4
,,36,4
hypereides,individual,36,4
,,37,4
,,38,4
,,39,4
,,40,4
platon_phil,individual,40,4
,,41,4
,,42,4
,,43,4
isokrates,individual,43,4
,,44,4
,,45,4
platon_phil,individual,45,4
,,46,4
,,47,4
platon_phil,individual,47,4
,,48,4
platon_phil,individual,48,4
,,49,4
,,50,4
,,51,4
,,52,4
,,53,4
,,54,4
undefined,group,54,4
undefined,group,54,4
,,55,4
theodoros_koloph,individual,55,4
phrynichos,individual,55,4
,,56,4
nikophon,individual,56,4
epicharmos,individual,56,4
platon_com,individual,56,4
aristoteles,individual,56,4
,,57,4
eupolis,individual,57,4
,,58,4
platon_phil,individual,58,4
,,59,4
,,60,4
,,61,4
anakreon,individual,61,4
kantharos,individual,61,4
philemon,individual,61,4
,,62,4
poetry.comedy,group,62,4
sophokles,individual,62,4
,,63,4
aristophanes_com,individual,63,4
,,64,4
platon_phil,individual,64,4
kritias,individual,64,4
aristophanes_com,individual,64,4
platon_com,individual,64,4
,,65,4
,,66,4
poetry.comedy,group,66,4
undefined,group,66,4
,,67,4
aristophanes_com,individual,67,4
platon_phil,individual,67,4
,,68,4
,,69,4
,,70,4
,,71,4
poetry.comedy,group,71,4
archilochos,individual,71,4
,,72,4
poetry,group,72,4
,,73,4
,,74,4
,,75,4
sophokles,individual,75,4
,,76,4
phoenician,group,76,4
,,77,4
,,78,4
,,79,4
,,80,4
hipponax,individual,80,4
,,81,4
,,82,4
undefined,group,82,4
,,83,4
undefined,group,83,4
,,84,4
,,85,4
,,86,4
,,87,4
menandros,individual,87,4
,,88,4
,,89,4
,,90,4
,,91,4
,,92,4
,,93,4
palaioi,group,93,4
theopompos_hist,individual,93,4
theopompos_hist,individual,93,4
,,94,4
isaios,individual,94,4
isaios,individual,94,4
,,95,4
euphorion,individual,95,4
,,96,4
,,97,4
,,98,4
,,99,4
,,100,4
,,101,4
,,102,4
,,103,4
,,104,4
,,105,4
,,106,4
aristophanes_com,individual,106,4
aristophanes_com,individual,106,4
,,107,4
tyrtaios,individual,107,4
,,108,4
,,109,4
aischylos,individual,109,4
,,110,4
aischylos,individual,110,4
aischylos,individual,110,4
,,111,4
poetry.comedy,group,111,4
poetry.tragedy,group,111,4
euripides,individual,111,4
sophokles,individual,111,4
,,112,4
,,113,4
,,114,4
aristophanes_com,individual,114,4
aristophanes_com,individual,114,4
,,115,4
,,116,4
,,117,4
,,118,4
,,119,4
,,120,4
,,121,4
aristophanes_com,individual,121,4
platon_phil,individual,121,4
pherekrates,individual,121,4
,,122,4
hypereides,individual,122,4
,,123,4
thespis,individual,123,4
,,124,4
,,125,4
antiphanes,individual,125,4
,,126,4
,,127,4
,,128,4
poetry.tragedy,group,129,4
poetry.comedy,group,129,4
,,129,4
attic,group,129,4
,,130,4
,,131,4
,,132,4
,,133,4
,,134,4
,,135,4
,,136,4
,,137,4
,,138,4
,,139,4
,,140,4
,,141,4
euripides,individual,141,4
sophokles,individual,141,4
,,142,4
,,143,4
,,144,4
,,145,4
,,146,4
,,147,4
,,148,4
,,149,4
,,150,4
,,151,4
,,152,4
,,153,4
,,154,4
,,155,4
,,156,4
platon_phil,individual,156,4
,,157,4
homeros,individual,157,4
,,158,4
,,159,4
,,160,4
,,161,4
platon_phil,individual,161,4
,,162,4
,,163,4
demosthenes,individual,163,4
hypereides,individual,163,4
platon_phil,individual,163,4
aristophanes_com,individual,163,4
,,164,4
antiphon_soph,individual,164,4
,,165,4
platon_phil,individual,165,4
attic,group,165,4
thoukydides,individual,165,4
deinarchos,individual,165,4
kritias,individual,165,4
,,166,4
demosthenes,individual,166,4
hypereides,individual,166,4
isaios,individual,166,4
,,167,4
deinarchos,individual,167,4
antiphon_rhet,individual,167,4
isaios,individual,167,4
deinarchos,individual,167,4
antiphon_rhet,individual,167,4
demosthenes,individual,167,4
xenophon,individual,167,4
platon_phil,individual,167,4
,,168,4
xenophon,individual,168,4
herodotos,individual,168,4
poetry.comedy,group,168,4
,,169,4
strattis,individual,169,4
alkaios_lyr,individual,169,4
hipponax,individual,169,4
poetry.comedy,group,169,4
,,170,4
,,171,4
homeros,individual,171,4
demosthenes,individual,171,4
,,172,4
hypereides,individual,172,4
aristophanes_com,individual,172,4
,,173,4
kephisodoros,individual,173,4
poetry.comedy,group,173,4
poetry.comedy.sicilian,group,173,4
sosikrates,individual,173,4
poetry.doric,group,173,4
sophron,individual,174,4
,,174,4
deinolochos,individual,174,4
aristoteles,individual,174,4
sicilian,group,174,4
,,175,4
philemon,individual,175,4
poseidippos,individual,175,4
,,176,4
antiphon_rhet,individual,176,4
,,177,4
homeros,individual,177,4
,,178,4
menandros,individual,178,4
,,179,4
poetry.comedy,group,179,4
,,180,4
aristophanes_com,individual,180,4
,,181,4
phrynichos,individual,181,4
aristophanes_com,individual,181,4
aristophanes_com,individual,181,4
,,182,4
poetry.comedy,group,182,4
alexis,individual,182,4
poetry.comedy.new,group,182,4
hoi-nyn,group,182,4
,,183,4
krates,individual,183,4
aristophanes_com,individual,183,4
antiphanes,individual,183,4
,,184,4
kratinos,individual,184,4
,,185,4
phrynichos,individual,185,4
,,186,4
hoi-nyn,group,186,4
aristophanes_com,individual,186,4
aristophanes_com,individual,186,4
,,187,4
aristophanes_com,individual,187,4
,,188,4
eupolis,individual,188,4
aristophanes_com,individual,188,4
,,189,4
thoukydides,individual,189,4
homeros,individual,189,4
,,190,4
,,191,4
,,192,4
,,193,4
,,194,4
,,195,4
,,196,4
,,197,4
,,198,4
,,199,4
,,200,4
,,201,4
,,202,4
,,203,4
,,204,4
,,205,4
,,206,4
,,207,4
,,208,4
platon_phil,individual,208,4
platon_phil,individual,208,4
platon_phil,individual,208,4
,,1,5
,,9,5
xenophon,individual,9,5
,,10,5
,,11,5
xenophon,individual,11,5
,,12,5
,,13,5
,,14,5
homeros,individual,14,5
,,15,5
xenophon,individual,15,5
poetry,group,15,5
,,16,5
anaxandrides,individual,16,5
,,17,5
,,18,5
,,19,5
,,20,5
xenophon,individual,20,5
,,21,5
,,22,5
,,23,5
,,24,5
,,25,5
,,26,5
herodotos,individual,26,5
greek,group,26,5
pherekrates,individual,26,5
,,27,5
xenophon,individual,27,5
,,28,5
,,29,5
xenophon,individual,29,5
undefined,group,29,5
undefined,group,29,5
,,30,5
xenophon,individual,30,5
,,31,5
undefined,group,31,5
,,32,5
,,33,5
,,34,5
,,35,5
undefined,group,35,5
,,36,5
solon,individual,36,5
,,37,5
,,38,5
aristoteles,individual,38,5
nikandros,individual,38,5
,,39,5
,,40,5
nikandros,individual,40,5
aristoteles,individual,40,5
,,41,5
ktesias,individual,41,5
,,42,5
poetry,group,42,5
theopompos_hist,individual,42,5
,,43,5
,,44,5
homeros,individual,44,5
,,45,5
,,46,5
,,47,5
aischylos,individual,47,5
undefined,group,47,5
simonides_koos,individual,47,5
,,48,5
anyte,individual,48,5
,,49,5
,,50,5
xenophon,individual,50,5
,,51,5
,,52,5
aristoteles,individual,52,5
,,53,5
,,54,5
,,55,5
,,56,5
undefined,group,56,5
,,57,5
,,58,5
,,59,5
,,60,5
,,61,5
,,62,5
,,63,5
,,64,5
,,65,5
homeros,individual,65,5
,,66,5
,,67,5
,,68,5
aristoteles,individual,68,5
kratinos,individual,68,5
,,69,5
,,70,5
,,71,5
,,72,5
,,73,5
,,74,5
,,75,5
undefined,group,75,5
proverb,group,75,5
aristoteles,individual,75,5
,,76,5
anakreon,individual,76,5
sophokles,individual,76,5
homeros,individual,76,5
,,77,5
,,78,5
,,79,5
,,80,5
,,81,5
undefined,group,81,5
undefined,group,81,5
,,82,5
,,83,5
,,84,5
,,85,5
,,86,5
xenophon,individual,86,5
poetry,group,86,5
,,87,5
undefined,group,87,5
undefined,group,87,5
,,88,5
homeros,individual,88,5
herodotos,individual,88,5
poetry,group,88,5
,,89,5
hypereides,individual,89,5
demosthenes,individual,89,5
,,90,5
,,91,5
aristophanes_com,individual,91,5
homeros,individual,91,5
,,92,5
,,93,5
poetry.comedy,group,93,5
hypereides,individual,93,5
attic,group,93,5
,,95,5
homeros,individual,95,5
homeros,individual,95,5
,,96,5
kallimachos,individual,96,5
homeros,individual,96,5
anakreon,individual,96,5
aristophanes_com,individual,96,5
,,97,5
doric,group,97,5
aeolic,group,97,5
poetry.comedy,group,97,5
homeros,individual,97,5
,,98,5
theopompos_com,individual,98,5
antiphanes,individual,98,5
,,99,5
doric,group,99,5
,,100,5
menandros,individual,100,5
nikostratos,individual,100,5
philippides,individual,100,5
,,101,5
poetry.comedy,group,101,5
ion,individual,101,5
,,102,5
,,103,5
,,104,5
platon_phil,individual,104,5
,,105,5
,,106,5
,,107,5
hypereides,individual,107,5
,,108,5
,,109,5
,,110,5
,,111,5
homeros,individual,111,5
poetry,group,111,5
,,112,5
,,113,5
,,114,5
,,115,5
poetry,group,115,5
,,116,5
,,117,5
platon_phil,individual,117,5
idiotes,group,117,5
,,118,5
,,119,5
,,120,5
,,121,5
,,122,5
,,123,5
,,124,5
,,125,5
,,126,5
,,127,5
,,128,5
,,129,5
,,130,5
attic,group,130,5
,,131,5
,,132,5
homeros,individual,132,5
undefined,group,132,5
,,133,5
,,134,5
demosthenes,individual,134,5
,,135,5
,,136,5
,,137,5
,,138,5
,,139,5
poetry,group,139,5
,,140,5
,,141,5
antiphon_rhet,individual,141,5
,,142,5
hypereides,individual,142,5
lysias,individual,142,5
,,143,5
,,144,5
poetry,group,144,5
,,145,5
homeros,individual,145,5
antiphon_rhet,individual,145,5
poetry,group,145,5
,,146,5
,,147,5
,,148,5
,,149,5
,,150,5
,,151,5
,,152,5
,,153,5
thoukydides,individual,153,5
platon_phil,individual,153,5
,,154,5
,,155,5
homeros,individual,155,5
prose.not-canonical-authors,group,155,5
,,156,5
,,157,5
thoukydides,individual,157,5
,,158,5
,,159,5
,,160,5
thoukydides,individual,160,5
,,161,5
,,162,5
,,163,5
herakleitos,individual,163,5
,,164,5
homeros,individual,164,5
,,165,5
poetry,group,165,5
,,166,5
,,167,5
,,168,5
,,169,5
platon_phil,individual,169,5
,,170,5
,,1,6
,,7,6
thoukydides,individual,7,6
,,8,6
proverb,group,8,6
menandros,individual,8,6
demosthenes,individual,8,6
,,9,6
aristophanes_com,individual,9,6
demosthenes,individual,9,6
undefined,group,9,6
poetry.comedy,group,9,6
,,10,6
euboulos,individual,10,6
euboulos,individual,10,6
,,11,6
menandros,individual,11,6
poetry.tragedy,group,11,6
aristophanes_com,individual,11,6
,,12,6
kratinos,individual,12,6
attic,group,12,6
menandros,individual,12,6
,,13,6
,,14,6
xenophon,individual,14,6
hypereides,individual,14,6
aristophanes_com,individual,14,6
,,15,6
aeolic,group,15,6
xenophon,individual,15,6
eupolis,individual,15,6
,,16,6
aristoteles,individual,16,6
,,17,6
undefined,group,17,6
hoi-nyn,group,17,6
hoi-nyn,group,17,6
platon_com,individual,17,6
,,18,6
kratinos,individual,18,6
eupolis,individual,18,6
poetry.comedy.new,group,18,6
homeros,individual,18,6
,,19,6
hipponax,individual,19,6
aristophanes_com,individual,19,6
phrynichos,individual,19,6
,,20,6
aischines_rhet,individual,20,6
aristophanes_com,individual,20,6
,,21,6
platon_phil,individual,21,6
kratinos,individual,21,6
,,22,6
anakreon,individual,22,6
homeros,individual,22,6
thoukydides,individual,22,6
xenophon,individual,22,6
poetry,group,22,6
,,23,6
kratinos,individual,23,6
anakreon,individual,23,6
kratinos,individual,23,6
aischylos,individual,23,6
,,24,6
hypereides,individual,24,6
aristophanes_com,individual,24,6
poetry,group,24,6
prose,group,24,6
,,25,6
herodotos,individual,25,6
hypereides,individual,25,6
hoi-nyn,group,25,6
platon_com,individual,25,6
theopompos_com,individual,25,6
,,26,6
menandros,individual,26,6
homeros,individual,26,6
hoi-nyn,group,26,6
xenophon,individual,26,6
kratinos,individual,26,6
,,27,6
idiotes,group,27,6
xenophon,individual,27,6
,,28,6
,,29,6
,,30,6
,,31,6
kritias,individual,31,6
platon_com,individual,31,6
xenophon,individual,31,6
aristophanes_com,individual,31,6
,,32,6
platon_phil,individual,32,6
,,33,6
aristophanes_com,individual,33,6
xenophon,individual,33,6
,,34,6
neoi,group,35,6
,,35,6
palaioi,group,35,6
hoi-nyn,group,35,6
law-of-king,group,35,6
epicharmos,individual,35,6
alexis,individual,35,6
,,36,6
homeros,individual,36,6
xenophon,individual,36,6
thoukydides,individual,36,6
,,37,6
hypereides,individual,37,6
aischines_rhet,individual,37,6
hypereides,individual,37,6
demosthenes,individual,37,6
,,38,6
kritias,individual,38,6
thougenides,individual,38,6
menandros,individual,38,6
alexis,individual,38,6
,,39,6
xenophon,individual,39,6
hypereides,individual,39,6
sophokles,individual,39,6
,,40,6
metagenes,individual,40,6
myrtilos,individual,40,6
aischylos,individual,40,6
,,41,6
aristophanes_com,individual,41,6
aristophanes_com,individual,41,6
,,42,6
poetry.comedy,group,42,6
,,43,6
aristophanes_com,individual,43,6
araros,individual,43,6
anaxandrides,individual,43,6
hoi-nyn,group,43,6
,,44,6
hoi-polloi,group,44,6
xenophon,individual,44,6
,,45,6
palaioi,group,45,6
pherekrates,individual,45,6
hoi-nyn,group,45,6
poetry.comedy,group,45,6
aristophanes_com,individual,45,6
alexis,individual,45,6
,,46,6
aischylos,individual,46,6
xenophanes,individual,46,6
poetry.doric,group,46,6
,,47,6
aristophanes_com,individual,47,6
,,48,6
poetry.comedy,group,48,6
aristophanes_com,individual,48,6
attic,group,48,6
ionic,group,48,6
doric,group,48,6
attic,group,48,6
kratinos,individual,48,6
,,49,6
platon_com,individual,49,6
aristophanes_com,individual,49,6
,,50,6
attic,group,50,6
,,51,6
,,52,6
hoi-nyn,group,52,6
,,53,6
krates,individual,53,6
undefined,group,53,6
,,54,6
philippides,individual,54,6
aristoteles,individual,54,6
antiphanes,individual,54,6
,,55,6
xenophon,individual,55,6
,,56,6
undefined,group,56,6
hoi-nyn,group,56,6
eupolis,individual,56,6
aristophanes_com,individual,56,6
,,57,6
,,58,6
pherekrates,individual,58,6
,,59,6
,,60,6
menandros,individual,60,6
,,61,6
aristophanes_com,individual,61,6
kratinos,individual,61,6
undefined,group,61,6
,,62,6
aristophanes_com,individual,62,6
aristophanes_com,individual,62,6
aristophanes_com,individual,62,6
poetry.comedy,group,62,6
poetry,group,62,6
,,63,6
palaioi,group,63,6
hoi-nyn,group,63,6
,,64,6
,,65,6
eupolis,individual,65,6
sophokles,individual,65,6
kratinos,individual,65,6
aristophanes_com,individual,65,6
alexis,individual,65,6
,,66,6
antiphanes,individual,66,6
,,67,6
euboulos,individual,67,6
,,68,6
kratinos,individual,68,6
kratinos,individual,68,6
,,69,6
aristophanes_com,individual,69,6
,,70,6
,,71,6
,individual,71,6
,individual,71,6
,individual,71,6
sophon,individual,71,6
,individual,71,6
,individual,71,6
,individual,71,6
,individual,71,6
,individual,71,6
,individual,71,6
glaukos,individual,71,6
doric,group,71,6
,,72,6
,,73,6
aegyptian,group,73,6
aithiopian,group,73,6
,,74,6
lykourgos,individual,74,6
poetry.comedy,group,74,6
,,75,6
strattis,individual,75,6
platon_com,individual,75,6
,,76,6
,,77,6
,,78,6
,,79,6
krates,individual,79,6
aristophanes_com,individual,79,6
,,80,6
platon_phil,individual,80,6
archilochos,individual,80,6
aristophanes_com,individual,80,6
aristophanes_com,individual,80,6
aischylos,individual,80,6
hoi-nyn,group,80,6
,,81,6
kratinos,individual,81,6
attic,group,81,6
,,82,6
,,83,6
hesiodos,individual,83,6
aristophanes_com,individual,83,6
hoi-nyn,group,83,6
sophokles,individual,83,6
,,84,6
homeros,individual,84,6
,,85,6
theopompos_com,individual,85,6
,,86,6
aristophanes_com,individual,86,6
nikophon,individual,86,6
kratinos,individual,86,6
hoi-nyn,group,86,6
,,87,6
alexandros,individual,87,6
,,88,6
,,89,6
hoi-nyn,group,89,6
palaioi,group,89,6
homeros,individual,89,6
,,90,6
eupolis,individual,90,6
poetry.comedy.new,group,90,6
palaioi,group,90,6
sophron,individual,90,6
epicharmos,individual,90,6
hoi-nyn,group,90,6
,,91,6
aristophanes_com,individual,91,6
demosthenes,individual,91,6
,,92,6
homeros,individual,92,6
eupolis,individual,92,6
,,93,6
palaioi,group,93,6
laconian,group,93,6
homeros,individual,93,6
,,94,6
,,95,6
poetry,group,95,6
,,96,6
homeros,individual,96,6
,,97,6
homeros,individual,97,6
homeros,individual,97,6
,,98,6
kratinos,individual,98,6
sappho,individual,98,6
antisthenes,individual,98,6
,,99,6
ion,individual,99,6
hoi-polloi,group,99,6
aristophanes_com,individual,99,6
nikon,individual,99,6
,,100,6
antiochos,individual,100,6
herodotos,individual,100,6
aristophanes_com,individual,100,6
homeros,individual,100,6
,,101,6
menandros,individual,101,6
xenophon,individual,101,6
demosthenes,individual,101,6
,,102,6
lysias,individual,102,6
isaios,individual,102,6
menandros,individual,102,6
undefined,group,102,6
xenophon,individual,102,6
homeros,individual,102,6
isaios,individual,102,6
,,103,6
hoi-nyn,group,103,6
philyllios,individual,103,6
metagenes,individual,103,6
theopompos_com,individual,103,6
eupolis,individual,103,6
platon_com,individual,103,6
,,104,6
alexis,individual,104,6
homeros,individual,104,6
,,105,6
pherekrates,individual,105,6
,,106,6
kratinos,individual,106,6
,,107,6
homeros,individual,107,6
theophrastos,individual,107,6
anakreon,individual,107,6
sappho,individual,107,6
alkaios_lyr,individual,107,6
anakreon,individual,107,6
,,108,6
theodektes,individual,108,6
,,109,6
,,110,6
aristophanes_com,individual,110,6
,,111,6
hoi-nyn,group,111,6
aristophanes_com,individual,111,6
,,112,6
,,113,6
poetry.dithyramb,group,113,6
,,114,6
,,115,6
,,116,6
,,117,6
,,118,6
,,119,6
,,120,6
,,121,6
,,122,6
,,123,6
neoi,group,123,6
,,124,6
demosthenes,individual,124,6
,,125,6
platon_phil,individual,125,6
homeros,individual,125,6
herodotos,individual,125,6
poetry.comedy,group,125,6
aristophanes_com,individual,125,6
,,126,6
,,127,6
,,128,6
,,129,6
,,130,6
poetry.comedy,group,130,6
demosthenes,individual,130,6
,,131,6
,,132,6
,,133,6
,,134,6
,,135,6
,,136,6
,,137,6
,,138,6
,,139,6
,,140,6
,,141,6
,,142,6
xenophon,individual,142,6
platon_phil,individual,142,6
,,143,6
antiphon_rhet,individual,143,6
demosthenes,individual,143,6
,,144,6
hypereides,individual,144,6
platon_phil,individual,144,6
,,145,6
,,149,6
,,150,6
,,146,6
,,147,6
,,148,6
,,151,6
platon_phil,individual,151,6
aristophanes_com,individual,151,6
,,152,6
kritias,individual,153,6
,,153,6
kritias,individual,153,6
demosthenes,individual,153,6
,,154,6
,,155,6
,,156,6
deinarchos,individual,156,6
platon_phil,individual,156,6
thoukydides,individual,156,6
platon_phil,individual,156,6
attic,group,156,6
solon,individual,156,6
euripides,individual,156,6
strattis,individual,156,6
,,157,6
,,158,6
,,159,6
aristophanes_com,individual,159,6
aristophanes_com,individual,159,6
platon_phil,individual,159,6
eupolis,individual,159,6
eupolis,individual,159,6
deinarchos,individual,159,6
poetry.comedy,group,159,6
,,160,6
aristophanes_com,individual,160,6
,,161,6
kratinos,individual,161,6
philyllios,individual,161,6
krates,individual,161,6
aristophanes_com,individual,161,6
aischylos,individual,161,6
eukleides_com,individual,161,6
sophokles,individual,161,6
aristophanes_com,individual,161,6
deinarchos,individual,161,6
anaxandrides,individual,161,6
menandros,individual,161,6
,,162,6
platon_phil,individual,162,6
thoukydides,individual,162,6
,,163,6
platon_phil,individual,163,6
antiphon_rhet,individual,163,6
kratinos,individual,163,6
kratinos,individual,163,6
aristophanes_com,individual,163,6
,,164,6
poetry,group,164,6
deinarchos,individual,164,6
poetry.comedy,group,164,6
,,165,6
aristophanes_com,individual,165,6
,,166,6
alexis,individual,166,6
alexis,individual,166,6
,,167,6
aristophanes_com,individual,167,6
aristomenes,individual,167,6
,,168,6
poetry,group,168,6
deinarchos,individual,168,6
philonides,individual,168,6
polyzelos,individual,168,6
,,169,6
hypereides,individual,169,6
antiphon_rhet,individual,169,6
,,170,6
,,171,6
,,172,6
xenophon,individual,172,6
,,173,6
,,174,6
archippos,individual,174,6
sophokles,individual,174,6
,,175,6
,,176,6
,,177,6
,,178,6
,,179,6
,,180,6
,,181,6
,,182,6
,,183,6
demosthenes,individual,183,6
platon_phil,individual,183,6
antiphon_rhet,individual,183,6
hypereides,individual,183,6
,,184,6
,,185,6
poetry.comedy,group,185,6
,,186,6
,,187,6
xenophon,individual,187,6
archilochos,individual,187,6
euripides,individual,187,6
homeros,individual,187,6
platon_phil,individual,187,6
,,188,6
poetry.comedy,group,188,6
poetry,group,188,6
,,189,6
poetry.comedy,group,189,6
,,190,6
,,191,6
,,193,6
thoukydides,individual,192,6
sophokles,individual,192,6
,,194,6
xenophon,individual,194,6
kritias,individual,194,6
,,195,6
kritias,individual,195,6
,,196,6
antiphon_soph,individual,196,6
platon_phil or platon_com,individual,196,6
,,197,6
undefined,group,197,6
undefined,group,197,6
,,198,6
,,199,6
,,200,6
platon_phil,individual,200,6
platon_phil or platon_com,individual,200,6
poetry,group,201,6
,,201,6
,,202,6
,,203,6
,,204,6
platon_phil,individual,204,6
,,205,6
,,206,6
poetry,group,206,6
xenophon,individual,206,6
,,207,6
,,208,6
,,209,6
,,1,7
platon_phil,individual,1,7
