Source,Type,section-nr,book-nr
,,112,9
,,113,9
game,group,113,9
game,group,113,9
,,114,9
krates,individual,114,9
,,115,9
krates,individual,115,9
,,116,9
,,117,9
,,118,9
,,119,9
,,120,9
proverb,group,120,9
poetry.doric,group,120,9
,,121,9
,,122,9
,,123,9
game,group,123,9
game,group,123,9
strattis,individual,123,9
,,124,9
,,125,9
aristophanes_com,individual,125,9
game,group,125,9
,,126,9
hermippos,individual,126,9
aristophanes_com,individual,126,9
,,127,9
,,128,9
,,129,9
,,130,9
aristophanes_com,individual,130,9
platon_phil,individual,130,9
,,131,9
kratinos,individual,131,9
aristophanes_com,individual,131,9
,,132,9
,,133,9
,,134,9
platon_phil,individual,134,9
platon_phil,individual,134,9
,,135,9
,,136,9
platon_phil,individual,136,9
aristophanes_com,individual,136,9
aischylos,individual,136,9
demosthenes,individual,136,9
undefined,group,136,9
,,137,9
platon_phil,individual,137,9
undefined,group,137,9
hypereides,individual,137,9
,,138,9
platon_phil,individual,138,9
ameipsias,individual,138,9
,,139,9
demosthenes,individual,139,9
platon_phil,individual,139,9
aristophanes_com,individual,139,9
platon_phil or platon_com,individual,139,9
menandros,individual,139,9
,,140,9
sophokles,individual,140,9
,,141,9
,,142,9
thoukydides,individual,142,9
thoukydides,individual,142,9
,,143,9
,,144,9
homeros,individual,144,9
poetry,group,144,9
,,145,9
poetry,group,145,9
,,146,9
eupolis,individual,146,9
,,147,9
platon_phil,individual,147,9
,,148,9
,,148,9
thoukydides,individual,148,9
poetry,group,148,9
,,149,9
poetry.comedy,group,149,9
,,150,9
,,151,9
xenophon,individual,151,9
,,152,9
platon_phil,individual,152,9
,,153,9
alexis,individual,153,9
alexis,individual,153,9
canonical-authors,group,153,9
xenophon,individual,153,9
aristophanes_com,individual,153,9
thoukydides,individual,153,9
herodotos,individual,153,9
,,154,9
aristophanes_com,individual,154,9
aristophanes_com,individual,154,9
lysias,individual,154,9
,,155,9
demosthenes,individual,155,9
,,156,9
homeros,individual,156,9
hypereides,individual,156,9
aischylos,individual,156,9
sophokles,individual,156,9
,,157,9
demosthenes,individual,157,9
hypereides,individual,157,9
thoukydides,individual,157,9
,,158,9
poetry.tragedy,group,158,9
sophokles,individual,158,9
,,159,9
,,160,9
,,161,9
xenophon,individual,161,9
euripides,individual,161,9
kritias,individual,161,9
aristophanes_com,individual,161,9
homeros,individual,161,9
,,162,9
aristophanes_com,individual,162,9
,,1,10
xenophon,individual,1,10
eratosthenes,individual,1,10
,,2,10
hoi-nyn,group,2,10
,,10,10
aischylos,individual,10,10
aischines_rhet,individual,10,10
thoukydides,individual,10,10
eupolis,individual,10,10
herodotos,individual,10,10
,,11,10
isaios,individual,11,10
neoi,group,11,10
alkaios_com,individual,11,10
platon_com,individual,11,10
poetry.comedy.new,group,11,10
,,12,10
menandros,individual,12,10
diphilos,individual,12,10
hoi-polloi,group,12,10
olymp-apogr,group,12,10
aristophanes_com,individual,12,10
poetry.tragedy,group,12,10
,,13,10
poetry.comedy,group,13,10
xenophon,individual,13,10
demosthenes,individual,13,10
,,14,10
aristophanes_com,individual,14,10
thoukydides,individual,14,10
,,15,10
isaios,individual,15,10
isaios,individual,15,10
hypereides,individual,15,10
hypereides,individual,15,10
xenophon,individual,16,10
,,16,10
demosthenes,individual,16,10
deinarchos,individual,16,10
kratinos,individual,16,10
undefined,group,16,10
undefined,group,16,10
xenophon,individual,16,10
demosthenes,individual,16,10
,,17,10
aristophanes_com,individual,17,10
platon_com,individual,17,10
hoi-polloi,group,17,10
aristophanes_com,individual,17,10
eupolis,individual,17,10
,,18,10
alexis,individual,18,10
diphilos,individual,18,10
menandros,individual,18,10
hoi-nyn,group,18,10
ionic,group,18,10
,,19,10
attic,group,19,10
hipponax,individual,19,10
theophrastos,individual,19,10
,,20,10
doric,group,20,10
aischylos,individual,20,10
,,21,10
antiphanes,individual,21,10
theano,individual,21,10
alexis,individual,21,10
,,22,10
poseidippos,individual,22,10
poetry.comedy.new,group,22,10
aristophanes_com,individual,22,10
herodotos,individual,22,10
,,23,10
demioprata,group,23,10
undefined,group,23,10
demosthenes,individual,23,10
lysias,individual,23,10
,,24,10
aristophanes_com,individual,24,10
platon_com,individual,24,10
demioprata,group,24,10
,,25,10
kratinos,individual,25,10
aristophanes_com,individual,25,10
aristophanes_com,individual,25,10
,,26,10
poetry.comedy,group,26,10
poetry.comedy,group,26,10
aristophanes_com,individual,26,10
,,27,10
thoukydides,individual,27,10
euripides,individual,27,10
aristophanes_com,individual,27,10
archilochos,individual,27,10
,,28,10
eupolis,individual,28,10
,,29,10
aristophanes_com,individual,29,10
archippos,individual,29,10
,,30,10
,,31,10
hypereides,individual,31,10
aristophanes_com,individual,31,10
,,32,10
aristophanes_com,individual,32,10
aristophanes_com,individual,32,10
kratinos,individual,32,10
,,33,10
aristophanes_com,individual,33,10
,,34,10
aristophanes_com,individual,34,10
sophokles,individual,34,10
kratinos,individual,34,10
platon_com,individual,34,10
,,35,10
aristophanes_com,individual,35,10
kriton,individual,35,10
rhinthon,individual,35,10
euripides,individual,35,10
,,36,10
demioprata,group,36,10
aristophanes_com,individual,36,10
aristophanes_com,individual,36,10
,,37,10
thoukydides,individual,37,10
philippides,individual,37,10
,,38,10
diphilos,individual,38,10
homeros,individual,38,10
aristophanes_com,individual,38,10
,,39,10
poetry.comedy,group,39,10
demioprata,group,39,10
eupolis,individual,39,10
ionic,group,39,10
sophokles,individual,39,10
hypereides,individual,39,10
,,40,10
aristophanes_com,individual,40,10
demioprata,group,40,10
antiphanes,individual,40,10
koine-chresis,group,40,10
sappho,individual,40,10
kratinos,individual,40,10
,,41,10
hoi-polloi,group,41,10
theopompos_com,individual,41,10
theopompos_com,individual,41,10
,,42,10
philistos,individual,42,10
simylos,individual,42,10
,,43,10
xenophon,individual,43,10
chionides,individual,43,10
,,44,10
sophokles,individual,44,10
aischylos,individual,44,10
aristophanes_com,individual,44,10
,,45,10
pherekrates,individual,45,10
eupolis,individual,45,10
aristophanes_com,individual,45,10
,,46,10
aischylos,individual,46,10
hoi-nyn,group,46,10
anaxilas,individual,46,10
prose.medicine,group,46,10
antiphanes,individual,46,10
demioprata,group,46,10
,,47,10
aristophanes_com,individual,47,10
pherekrates,individual,47,10
eupolis,individual,47,10
aristophanes_com,individual,47,10
,,48,10
platon_phil,individual,48,10
aristophanes_com,individual,48,10
,,49,10
aristophanes_com,individual,49,10
theopompos_com,individual,49,10
,,50,10
menandros,individual,50,10
sophokles,individual,50,10
platon_phil,individual,50,10
kratinos,individual,50,10
lysippos,individual,50,10
,,51,10
,,52,10
sophokles,individual,52,10
menandros,individual,52,10
herodotos,individual,52,10
xenophon,individual,52,10
,,54,10
platon_com,individual,54,10
aristophanes_com,individual,54,10
pherekrates,individual,54,10
krates,individual,54,10
,,55,10
strattis,individual,55,10
aristophanes_com,individual,55,10
sophokles,individual,55,10
aristophanes_com,individual,55,10
,,56,10
platon_com,individual,56,10
aristophanes_com,individual,56,10
,,57,10
,,58,10
homeros,individual,58,10
aristophanes_com,individual,58,10
philyllios,individual,58,10
doric,group,58,10
herodotos,individual,58,10
kratinos,individual,58,10
,,59,10
aristophanes_com,individual,59,10
palaioi,group,59,10
aristophanes_com,individual,59,10
anaxandrides,individual,59,10
,,60,10
aristophanes_com,individual,60,10
canonical-authors,group,60,10
eratosthenes,individual,60,10
,,61,10
aristophanes_com,individual,61,10
attic,group,61,10
aristophanes_com,individual,61,10
,,62,10
epicharmos,individual,62,10
diphilos,individual,62,10
demosthenes,individual,62,10
antiphanes,individual,62,10
,,63,10
aristophanes_com,individual,63,10
eupolis,individual,63,10
,,64,10
homeros,individual,64,10
kratinos,individual,64,10
kratinos,individual,64,10
aischylos,individual,64,10
,,65,10
antiphanes,individual,65,10
,,66,10
,,67,10
kratinos,individual,67,10
aristophanes_com,individual,67,10
kratinos,individual,67,10
antiphanes,individual,67,10
,,68,10
aristophanes_com,individual,68,10
antisthenes,individual,68,10
undefined,group,68,10
telekleides,individual,68,10
aischylos,individual,68,10
,,69,10
aristophanes_com,individual,69,10
,,70,10
anakreon,individual,70,10
herodotos,individual,70,10
kratinos,individual,70,10
philyllios,individual,70,10
,,71,10
demosthenes,individual,71,10
philochoros,individual,71,10
palaioi,group,71,10
epicharmos,individual,71,10
aristophanes_com,individual,71,10
,,72,10
diphilos,individual,72,10
aristophanes_com,individual,72,10
,,73,10
eupolis,individual,73,10
boeotian,group,73,10
antiphanes,individual,73,10
menandros,individual,73,10
,,74,10
aristophanes_com,individual,74,10
demioprata,group,74,10
,,75,10
aristophanes_com,individual,75,10
pherekrates,individual,75,10
hipponax,individual,75,10
,,76,10
kratinos,individual,76,10
polyzelos,individual,76,10
aristophanes_com,individual,76,10
,,77,10
homeros,individual,77,10
aischylos,individual,77,10
,,78,10
herodotos,individual,78,10
diokles,individual,78,10
aristophanes_com,individual,78,10
poetry.tragedy,group,78,10
aeolic,group,78,10
,,79,10
demioprata,group,79,10
homeros,individual,79,10
pherekrates,individual,79,10
aristophanes_com,individual,79,10
sophokles,individual,79,10
,,80,10
aristophanes_com,individual,80,10
xenophon,individual,80,10
menandros,individual,80,10
,,81,10
homeros,individual,81,10
demioprata,group,81,10
sophokles,individual,81,10
,,82,10
kratinos,individual,82,10
epicharmos,individual,82,10
aristophanes_com,individual,82,10
,,83,10
isokrates,individual,83,10
homeros,individual,83,10
,,84,10
demioprata,group,84,10
antiphanes,individual,84,10
aristophanes_com,individual,84,10
,,85,10
ho-poiesas-tous-kerameas,individual,85,10
hesiodos,individual,85,10
aristophanes_com,individual,85,10
,,86,10
eupolis,individual,86,10
demioprata,group,86,10
aristophanes_com,individual,86,10
phrynichos,individual,86,10
epicharmos,individual,86,10
,,87,10
demioprata,group,87,10
hipponax,individual,87,10
hippokrates,individual,87,10
,,88,10
metagenes,individual,88,10
antiphanes,individual,88,10
aristophanes_com,individual,88,10
,,89,10
pherekrates,individual,89,10
,,90,10
demioprata,group,90,10
homeros,individual,90,10
eupolis,individual,90,10
pherekrates,individual,90,10
,,91,10
aristophanes_com,individual,91,10
eupolis,individual,91,10
pherekrates,individual,91,10
,,92,10
ion,individual,92,10
aristophanes_com,individual,92,10
eupolis,individual,92,10
aristophanes_com,individual,92,10
aristophanes_com,individual,92,10
,,93,10
nikochares,individual,93,10
demioprata,group,93,10
apollodoros_gel,individual,93,10
,,94,10
aristophanes_com,individual,94,10
menandros,individual,94,10
anaxippos,individual,94,10
,,95,10
thracian,group,95,10
aristophanes_com,individual,95,10
,,96,10
demioprata,group,96,10
demioprata,group,96,10
aristophanes_com,individual,96,10
poetry.comedy,group,96,10
,,97,10
lysias,individual,97,10
attic-stelai,group,97,10
eupolis,individual,97,10
,,98,10
euboulos,individual,98,10
undefined,group,98,10
eupolis,individual,98,10
telekleides,individual,98,10
menandros,individual,98,10
poseidippos,individual,98,10
,,99,10
aristophanes_com,individual,99,10
diokles,individual,99,10
hipponax,individual,99,10
hesiodos,individual,99,10
diphilos,individual,99,10
,,100,10
eunikos,individual,100,10
alexis,individual,100,10
,,101,10
aristophanes_com,individual,101,10
strattis,individual,101,10
neoi,group,101,10
menandros,individual,101,10
,,102,10
eupolis,individual,102,10
aristophanes_com,individual,102,10
menandros,individual,102,10
aristophanes_com,individual,102,10
,,103,10
demioprata,group,103,10
aristophanes_com,individual,103,10
solon,individual,103,10
antiphanes,individual,103,10
poetry.comedy,group,103,10
,,104,10
aristophanes_com,individual,104,10
aristophanes_com,individual,104,10
platon_com,individual,104,10
aristophanes_com,individual,104,10
philemon,individual,104,10
,,105,10
demioprata,group,105,10
kratinos,individual,105,10
lysias,individual,105,10
,,106,10
aristophanes_com,individual,106,10
euboulos,individual,106,10
antiphanes,individual,106,10
,,107,10
nikochares,individual,107,10
undefined,group,107,10
sophron,individual,107,10
euboulos,individual,107,10
antiphanes,individual,107,10
,,108,10
alexis,individual,108,10
hipparchos,individual,108,10
euripides,individual,108,10
demioprata,group,108,10
,,109,10
aristophanes_com,individual,109,10
polyzelos,individual,109,10
theopompos_com,individual,109,10
,,110,10
kephisodoros,individual,110,10
latin,group,110,10
aristophanes_com,individual,110,10
sophokles,individual,110,10
,,111,10
aristophanes_com,individual,111,10
euripides,individual,111,10
alexis,individual,111,10
,,112,10
undefined,group,112,10
hoi-nyn,group,112,10
,,113,10
aristophanes_com,individual,113,10
alkaios_lyr,individual,113,10
hipponax,individual,113,10
aristophanes_com,individual,113,10
thoukydides,individual,113,10
,,114,10
aristophanes_com,individual,114,10
demioprata,group,114,10
aristophanes_com,individual,114,10
,,115,10
philonides,individual,115,10
metagenes,individual,115,10
herodotos,individual,115,10
herodotos,individual,115,10
kratinos,individual,115,10
menandros,individual,115,10
,,116,10
hoi-nyn,group,116,10
aristophanes_com,individual,116,10
lysias,individual,116,10
aristophanes_com,individual,116,10
philistos,individual,116,10
,,117,10
euripides,individual,117,10
aischylos,individual,117,10
,,118,10
theopompos_com,individual,118,10
aristophanes_com,individual,118,10
krates,individual,118,10
,,119,10
aristophanes_com,individual,119,10
aristophanes_com,individual,119,10
aristophanes_com,individual,119,10
aristophanes_com,individual,119,10
,,120,10
aristophanes_com,individual,120,10
sophokles,individual,120,10
aristophanes_com,individual,120,10
euboulos,individual,120,10
,,121,10
alexis,individual,121,10
aristophanes_com,individual,121,10
aristophanes_com,individual,121,10
,,122,10
axionikos,individual,122,10
hermippos,individual,122,10
,,123,10
homeros,individual,123,10
poetry.comedy,group,123,10
hoi-nyn,group,123,10
menandros,individual,123,10
aristophanes_com,individual,123,10
poetry.comedy,group,123,10
,,124,10
theopompos_com,individual,124,10
homeros,individual,124,10
attic,group,124,10
sappho,individual,124,10
,,125,10
,,126,10
philyllios,individual,126,10
anagr-akrop,group,126,10
kephisodoros,individual,126,10
,,127,10
aristophanes_com,individual,127,10
poetry.comedy,group,127,10
strattis,individual,127,10
menandros,individual,127,10
aristophanes_com,individual,127,10
,,128,10
attic,group,128,10
homeros,individual,128,10
pherekydes,individual,128,10
,,129,10
poetry.comedy,group,129,10
,,130,10
aristophanes_com,individual,130,10
alexis,individual,130,10
demioprata,group,130,10
,,131,10
,,132,10
menandros,individual,132,10
aischylos,individual,132,10
,,133,10
sophokles,individual,133,10
,,134,10
homeros,individual,134,10
epicharmos,individual,134,10
,,135,10
nikochares,individual,135,10
platon_phil,individual,135,10
aristophanes_com,individual,135,10
archilochos,individual,135,10
demioprata,group,135,10
platon_com,individual,135,10
,,136,10
hermippos,individual,136,10
hermippos,individual,136,10
archippos,individual,136,10
eupolis,individual,136,10
hermippos,individual,136,10
aristophanes_com,individual,136,10
,,137,10
demioprata,group,137,10
neoi,group,137,10
antiphanes,individual,137,10
menandros,individual,137,10
diphilos,individual,137,10
,,138,10
apollodoros_gel,individual,138,10
apollodoros_kar,individual,138,10
antiphanes,individual,138,10
xenophon,individual,138,10
,,139,10
poseidippos,individual,139,10
menandros,individual,139,10
aristoteles,individual,139,10
pherekydes,individual,139,10
,,140,10
kratinos,individual,140,10
eupolis,individual,140,10
aristophanes_com,individual,140,10
poseidippos,individual,140,10
,,141,10
platon_phil,individual,141,10
nikochares,individual,141,10
,,142,10
attic,group,142,10
platon_com,individual,142,10
,,143,10
kratinos,individual,143,10
menandros,individual,143,10
,,144,10
aristophanes_com,individual,144,10
alexis,individual,144,10
ameipsias,individual,144,10
,,145,10
euripides,individual,145,10
menandros,individual,145,10
theopomps,individual,145,10
euripides,individual,145,10
philemon,individual,145,10
,,146,10
menandros,individual,146,10
aristophanes_com,individual,146,10
homeros,individual,146,10
olympic-stele,group,146,10
,,147,10
sophokles,individual,147,10
poetry.comedy,group,147,10
aristophanes_com,individual,147,10
,,148,10
aristophanes_com,individual,148,10
attic-stelai,group,148,10
,,149,10
poetry.comedy,group,149,10
theophrastos,individual,149,10
,,150,10
herodotos,individual,150,10
hippokrates,individual,150,10
demioprata,group,150,10
prose.platonic-corresp,group,150,10
pherekrates,individual,150,10
,,151,10
eupolis,individual,151,10
aristophanes_com,individual,151,10
,,152,10
aristophanes_com,individual,152,10
antiphanes,individual,152,10
apollodoros_kar,individual,152,10
antiphanes,individual,152,10
stesichoros,individual,152,10
,,153,10
aristophanes_com,individual,153,10
,,154,10
lysippos,individual,154,10
neoi,group,154,10
timokles,individual,154,10
apollodoros_kar,individual,154,10
,,155,10
demosthenes,individual,155,10
aristophanes_com,individual,155,10
,,156,10
kallimachos,individual,156,10
kratinos,individual,156,10
nikophon,individual,156,10
aristophanes_com,individual,156,10
,,157,10
demioprata,group,157,10
achaios,individual,157,10
lysias,individual,157,10
lysias,individual,157,10
,,158,10
aristophanes_com,individual,158,10
,,159,10
aristophanes_com,individual,159,10
hypereides,individual,159,10
eupolis,individual,159,10
phrynichos,individual,159,10
aristophanes_com,individual,159,10
,,160,10
aristophanes_com,individual,160,10
aristophanes_com,individual,160,10
sophokles,individual,160,10
herodotos,individual,160,10
archilochos,individual,160,10
kratinos,individual,160,10
,,161,10
epicharmos,individual,161,10
eupolis,individual,161,10
idiotes,group,161,10
apollodoros_kar,individual,161,10
,,162,10
poetry.hymns.attic,group,162,10
pherekrates,individual,162,10
menandros,individual,162,10
aristophanes_com,individual,162,10
herodotos,individual,162,10
,,164,10
philemon,individual,164,10
telekleides,individual,164,10
aristophanes_com,individual,164,10
,,165,10
aristoteles,individual,165,10
undefined,group,165,10
sophokles,individual,165,10
homeros,individual,165,10
hermippos,individual,165,10
,,166,10
boeotian,group,166,10
aristophanes_com,individual,166,10
undefined,group,166,10
,,167,10
platon_com,individual,167,10
aristophanes_com,individual,167,10
philippides,individual,167,10
platon_com,individual,167,10
,,168,10
aristophanes_com,individual,168,10
antiphanes,individual,168,10
aristophanes_com,individual,168,10
,,169,10
archippos,individual,169,10
strattis,individual,169,10
aristophanes_com,individual,169,10
demioprata,group,169,10
,,170,10
homeros,individual,170,10
aristoteles,individual,170,10
theophrastos,individual,170,10
demioprata,group,170,10
aristophanes_com,individual,170,10
amphis,individual,170,10
menandros,individual,170,10
,,171,10
aristophanes_com,individual,171,10
demioprata,group,171,10
ameipsias,individual,171,10
aristophanes_com,individual,171,10
,,172,10
aristophanes_com,individual,172,10
homeros,individual,172,10
aristophanes_com,individual,172,10
aristophanes_com,individual,172,10
aristophanes_com,individual,172,10
anaxandrides,individual,172,10
antiphanes,individual,172,10
,,173,10
aristophanes_com,individual,173,10
aristophanes_com,individual,173,10
homeros,individual,173,10
,,174,10
xenophon,individual,174,10
aristophanes_com,individual,174,10
lysias,individual,174,10
,,175,10
sophron,individual,175,10
platon_com,individual,175,10
aischylos,individual,175,10
alexis,individual,175,10
krates,individual,175,10
demioprata,group,175,10
homeros,individual,175,10
,,176,10
thoukydides,individual,176,10
menandros,individual,176,10
philemon,individual,176,10
philemon,individual,176,10
antiphanes,individual,176,10
platon_phil,individual,176,10
,,177,10
kratinos,individual,177,10
platon_phil,individual,177,10
ion,individual,177,10
deinolochos,individual,177,10
archippos,individual,177,10
,,178,10
herodotos,individual,178,10
euripides,individual,178,10
ionic,group,178,10
attic,group,178,10
,,179,10
doric,group,179,10
epicharmos,individual,179,10
attic,group,179,10
pherekrates,individual,179,10
antiphanes,individual,179,10
aristoteles,individual,179,10
,,180,10
hoi-polloi,group,180,10
aischylos,individual,180,10
aristophanes_com,individual,180,10
theopompos_com,individual,180,10
,,181,10
theopompos_com,individual,181,10
pherekrates,individual,181,10
,,182,10
hermippos,individual,182,10
demioprata,group,182,10
thoukydides,individual,182,10
aristophanes_com,individual,182,10
,,183,10
undefined,group,183,10
strattis,individual,183,10
aristophanes_com,individual,183,10
pherekrates,individual,183,10
,,184,10
kratinos,individual,184,10
hipponax,individual,184,10
aristoteles,individual,184,10
,,185,10
sannyrion,individual,185,10
aristophanes_com,individual,185,10
aristophanes_com,individual,185,10
,,186,10
kratinos,individual,186,10
kratinos,individual,186,10
aischylos,individual,186,10
sophokles,individual,186,10
,,187,10
tarantinian,group,187,10
theodoridas,individual,187,10
aristophanes_com,individual,187,10
menandros,individual,187,10
,,188,10
hoi-polloi,group,188,10
poetry.comedy,group,188,10
philon,individual,188,10
theodoros_sam or theodoros_phok,individual,188,10
aristophanes_com,individual,188,10
homeros,individual,188,10
,,189,10
strattis,individual,189,10
,,190,10
sophokles,individual,190,10
platon_com,individual,190,10
platon_com,individual,190,10
herodotos,individual,190,10
anaxilas,individual,190,10
,,191,10
,,192,10
demosthenes,individual,192,10
eupolis,individual,192,10
